PFI,EZI_ADD,SRC_VERIF,PROPSTATUS,GCODEFEAT,LOC_DESC,BLGUNTTYP,HSAUNITID,BUNIT_PRE1,BUNIT_ID1,BUNIT_SUF1,BUNIT_PRE2,BUNIT_ID2,BUNIT_SUF2,FLOOR_TYPE,FLOOR_NO_1,FLOOR_NO_2,BUILDING,COMPLEX,HSE_PREF1,HSE_NUM1,HSE_SUF1,HSE_PREF2,HSE_NUM2,HSE_SUF2,DISP_NUM1,ROAD_NAME,ROAD_TYPE,RD_SUF,LOCALITY,STATE,POSTCODE,ACCESSTYPE,x,y
425787619,1807/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,1807.0,,,,,L,18.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787620,1808/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,1808.0,,,,,L,18.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787386,1M/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,1.0,M,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787392,3M/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,3.0,M,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787384,1C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,1.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787391,3C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,3.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787394,4C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,4.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787398,6C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,6.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787400,7C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,7.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787402,8C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,8.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787404,9C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,9.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787406,10C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,10.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787408,11C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,11.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787410,12C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,12.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787412,13C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,13.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787414,14C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,14.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
203159170,604-640 SWANSTON STREET CARLTON 3053,2005-05-06,A,V,,,,,,,,,,,,,UROPA APARTMENTS,,,604.0,,,640.0,,640.0,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96404595,-37.80151674799998
203606982,506A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,506.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607085,210A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,210.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203499506,2/224 PELHAM STREET MELBOURNE 3000,2009-01-19,A,V,,FLAT,,,2.0,,,,,,,,,,,224.0,,,,,,PELHAM,STREET,,MELBOURNE,VIC,3000,L,144.9583132130001,-37.801674773999935
425787416,15C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,15.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787418,16C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,16.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787403,8S/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,STOR,,,8.0,S,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787405,9S/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,STOR,,,9.0,S,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787407,10S/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,STOR,,,10.0,S,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787409,11S/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,STOR,,,11.0,S,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787411,12S/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,STOR,,,12.0,S,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787415,14S/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,STOR,,,14.0,S,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787417,15S/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,STOR,,,15.0,S,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
214295202,95-129 BARRY STREET CARLTON 3053,2018-04-13,A,V,,,,,,,,,,,,,MELBOURNE UNIVERSITY FBE BUILDING 105,,,95.0,,,129.0,,111.0,BARRY,STREET,,CARLTON,VIC,3053,L,144.95942803200012,-37.80117860799993
50713903,139 BARRY STREET CARLTON 3053,2018-04-13,A,V,,,,,,,,,,,,,BUILDING 394,,,139.0,,,,,,BARRY,STREET,,CARLTON,VIC,3053,L,144.95950234600002,-37.80069126999996
208580801,213-221 BERKELEY STREET MELBOURNE 3000,2018-04-13,A,V,,,,,,,,,,,,,UNIVERSITY OF MELBOURNE - RECYCLING CENTRE,,,213.0,,,221.0,,221.0,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95852668700002,-37.80040757699993
50713932,214 BERKELEY STREET CARLTON 3053,2018-04-13,A,V,,,,,,,,,,,,,BUILDING 206,,,214.0,,,,,,BERKELEY,STREET,,CARLTON,VIC,3053,L,144.9589271540001,-37.80042901899998
50713929,208-210 BERKELEY STREET CARLTON 3053,2018-04-13,A,V,,,,,,,,,,,,,BUILDING 204,,,208.0,,,210.0,,210.0,BERKELEY,STREET,,CARLTON,VIC,3053,L,144.95889941000007,-37.80060247599994
452523384,1103/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,1103.0,,,,,L,11.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
203490746,247-249 BOUVERIE STREET CARLTON 3053,2020-06-18,A,V,,,,,,,,,,L,1.0,,,,,247.0,,,249.0,,,BOUVERIE,STREET,,CARLTON,VIC,3053,L,144.962172602,-37.80063245799994
452523387,1203/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,1203.0,,,,,L,12.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
422436013,30 ROYAL PARADE PARKVILLE 3052,2015-07-16,A,V,PART,,,,,,,,,,,,,,,30.0,,,,,,ROYAL,PARADE,,PARKVILLE,VIC,3052,L,144.95855860500012,-37.79825750899994
206180302,201/223 BERKELEY STREET MELBOURNE 3000,2009-01-19,A,V,,UNIT,,,201.0,,,,,L,2.0,,,,,223.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.9585548980001,-37.80024641899996
452523390,1302/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,1302.0,,,,,L,13.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
452523393,305/18 LINCOLN SQUARE N CARLTON 3053,2021-12-21,A,V,,UNIT,,,305.0,,,,,L,3.0,,,,,18.0,,,,,,LINCOLN,SQUARE,N,CARLTON,VIC,3053,L,144.9630396870001,-37.801474895999945
50713928,202-206 BERKELEY STREET CARLTON 3053,2018-04-13,A,V,,,,,,,,,,,,,BUILDING 207,,,202.0,,,206.0,,202.0,BERKELEY,STREET,,CARLTON,VIC,3053,L,144.95887409500006,-37.80070994499994
425787521,604/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,604.0,,,,,L,6.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787522,605/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,605.0,,,,,L,6.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787523,606/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,606.0,,,,,L,6.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787524,607/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,607.0,,,,,L,6.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787525,608/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,608.0,,,,,L,6.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
203606850,903A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,903.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203606941,604A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,604.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
173585725,131-137 BARRY STREET CARLTON 3053,2018-04-13,A,V,,,,,,,,,,,,,BUILDING 337,,,131.0,,,137.0,,131.0,BARRY,STREET,,CARLTON,VIC,3053,L,144.95948087200009,-37.80088603899998
203606954,601A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,601.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607119,206B/640 SWANSTON STREET CARLTON 3053,2005-05-20,A,V,,UNIT,,,206.0,B,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96444262700004,-37.80192075699995
203607070,303A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,303.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
203607137,205A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,205.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
50713931,213 BERKELEY STREET MELBOURNE 3000,2009-01-19,A,V,PART,,,,,,,,,G,,,,,,213.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95852668700002,-37.80040757699993
422621935,11 PROFESSORS WALK PARKVILLE 3052,2024-12-17,A,V,PART,,,,,,,,,G,,,ANNEX,,,11.0,,,,,,PROFESSORS,WALK,,PARKVILLE,VIC,3052,L,144.95935898900007,-37.79829759499995
52081174,13/650 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,13.0,,,,,,,,,,,650.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96409641800005,-37.80128438699995
203607040,400B/640 SWANSTON STREET CARLTON 3053,2005-05-20,A,V,,UNIT,,,400.0,B,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96444262700004,-37.80192075699995
422621980,170 GRATTAN STREET PARKVILLE 3052,2024-12-17,A,V,PART,,,,,,,,,,,,,,,170.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.9633305210001,-37.79981708199995
422622001,16 WILSON AVENUE PARKVILLE 3052,2024-12-17,A,V,ADJACENT,,,,,,,,,G,,,OID METALLURGY BUILDING 166,,,16.0,,,,,,WILSON,AVENUE,,PARKVILLE,VIC,3052,L,144.96186303800005,-37.79910168999993
422335999,30 ROYAL PARADE PARKVILLE 3052,2015-07-16,A,V,,,,,,,,,,,,,KENNETH MYER BUILDING 144,,,30.0,,,,,,ROYAL,PARADE,,PARKVILLE,VIC,3052,L,144.95855860500012,-37.79825750899994
203607371,1110/640 SWANSTON STREET CARLTON 3053,2019-08-19,A,E,,CARS,,,1110.0,,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96448092600008,-37.80174306799995
203607398,1082/640 SWANSTON STREET CARLTON 3053,2019-08-19,A,E,,CARS,,,1082.0,,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96448092600008,-37.80174306799995
203607393,108A/640 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,108.0,A,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96401391000006,-37.80176775499996
219197035,143-151 BARRY STREET CARLTON 3053,2018-04-13,A,V,,,,,,,,,,,,,BUILDING 388,,,143.0,,,151.0,,143.0,BARRY,STREET,,CARLTON,VIC,3053,L,144.95954015600012,-37.80050444899996
203607400,1080/640 SWANSTON STREET CARLTON 3053,2019-08-19,A,E,,CARS,,,1080.0,,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96448092600008,-37.80174306799995
54542174,4/133 ROYAL PARADE PARKVILLE 3052,2009-01-19,A,V,,FLAT,,,4.0,,,,,,,,,,,133.0,,,,,,ROYAL,PARADE,,PARKVILLE,VIC,3052,L,144.95793278400004,-37.79310340699993
54542175,ROYAL PARADE PARKVILLE 3052,,A,V,,,,,,,,,,,,,,,,,,,,,,ROYAL,PARADE,,PARKVILLE,VIC,3052,L,144.95793278400004,-37.79310340699993
425787430,22C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,22.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
50792637,49 COLLEGE CRESCENT PARKVILLE 3052,2009-01-19,A,V,,,,,,,,,,,,,,,,49.0,,,,,,COLLEGE,CRESCENT,,PARKVILLE,VIC,3052,L,144.95934117800005,-37.79296641899998
422335966,230 GRATTAN STREET PARKVILLE 3052,2015-07-16,A,V,,,,,,,,,,,,,JOHN SMYTH BUILDING 197,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.963708246,-37.79943366899994
215016353,156-180 BERKELEY STREET CARLTON 3053,2010-05-14,A,V,PART,,,,,,,,,G,,,,,,156.0,,,180.0,,,BERKELEY,STREET,,CARLTON,VIC,3053,L,144.95874024800003,-37.80153159199995
422336015,230 GRATTAN STREET PARKVILLE 3052,2015-07-16,A,V,,,,,,,,,,,,,OLD RADIATION LAB BUILDING 164,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96244897100007,-37.79895187099993
50714984,224 PELHAM STREET MELBOURNE 3000,2009-01-19,A,V,,,,,,,,,,G,,,,,,224.0,,,,,,PELHAM,STREET,,MELBOURNE,VIC,3000,L,144.9583132130001,-37.801674773999935
203606952,601B/640 SWANSTON STREET CARLTON 3053,2005-05-20,A,V,,UNIT,,,601.0,B,,,,,,,,,,640.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96444262700004,-37.80192075699995
54165281,312/668 SWANSTON STREET CARLTON 3053,2009-01-19,A,V,,UNIT,,,312.0,,,,,,,,,,,668.0,,,,,,SWANSTON,STREET,,CARLTON,VIC,3053,L,144.96415962900005,-37.800910992999945
425787568,1201/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,1201.0,,,,,L,12.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787569,1202/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,1202.0,,,,,L,12.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787571,1204/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,1204.0,,,,,L,12.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787572,1205/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,UNIT,,,1205.0,,,,,L,12.0,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787420,17C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,17.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787422,18C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,18.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
207579871,602/223 BERKELEY STREET MELBOURNE 3000,2009-01-19,A,V,,UNIT,,,602.0,,,,,L,6.0,,,,,223.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.9585548980001,-37.80024641899996
207579899,701/223 BERKELEY STREET MELBOURNE 3000,2009-01-19,A,V,,UNIT,,,701.0,,,,,L,7.0,,,,,223.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.9585548980001,-37.80024641899996
425787424,19C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,19.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787426,20C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,20.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
425787428,21C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,21.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
422621881,G4-G5/230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,,ROOM,,G,4.0,,G,5.0,,,,,,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96213690800005,-37.79843368099995
422621986,230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,G,,,,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96086001300012,-37.79684069999996
422621989,230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,G,,,,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96086001300012,-37.79684069999996
422621992,230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,B,,,UNION HOUSE BUILDING 130,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96086001300012,-37.79684069999996
422621995,230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,G,,,,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96086001300012,-37.79684069999996
422621998,230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,B,,,,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96086001300012,-37.79684069999996
422621959,230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,B,,,,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96086001300012,-37.79684069999996
422622004,30 ROYAL PARADE PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,,,,,,,30.0,,,,,,ROYAL,PARADE,,PARKVILLE,VIC,3052,L,144.95855860500012,-37.79825750899994
422622007,30 ROYAL PARADE PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,,,,,,,30.0,,,,,,ROYAL,PARADE,,PARKVILLE,VIC,3052,L,144.95855860500012,-37.79825750899994
425787436,25C/151 BERKELEY STREET MELBOURNE 3000,2017-04-12,A,V,,CARS,,,25.0,C,,,,,,,,,,151.0,,,,,,BERKELEY,STREET,,MELBOURNE,VIC,3000,L,144.95810795500006,-37.80223262299995
422622010,230 GRATTAN STREET PARKVILLE 3052,2015-08-19,A,V,PART,,,,,,,,,L,2.0,,,,,230.0,,,,,,GRATTAN,STREET,,PARKVILLE,VIC,3052,L,144.96086001300012,-37.79684069999996
